Product Name,Product Price,Sale Discount (%),Discounted Price,Best Seller Rating,Rating Count,Ship From,Sold By,Product Description,Number Bought in the Past Month,Category Name,All Available Images
Toys Product 862,4491.81,81.05843207616181,850.82,4.4,145,India,Seller_278,This is a description for Toys Product 862.,220,Toys,https://example.com/Toys_Product_862.jpg
Sports Product 707,2116.9,72.9552113918773,572.51,4.8,271,USA,Seller_199,This is a description for Sports Product 707.,358,Sports,https://example.com/Sports_Product_707.jpg
Sports Product 997,643.1,84.05078716678346,102.57,4.8,612,India,Seller_256,This is a description for Sports Product 997.,182,Sports,https://example.com/Sports_Product_997.jpg
Beauty Product 415,1048.95,70.63634100036994,308.01,3.7,634,India,Seller_373,This is a description for Beauty Product 415.,296,Beauty,https://example.com/Beauty_Product_415.jpg
Automotive Product 950,2922.23,76.31067421319037,692.26,4.8,404,USA,Seller_114,This is a description for Automotive Product 950.,264,Automotive,https://example.com/Automotive_Product_950.jpg
Toys Product 760,379.05,79.5072986805776,77.68,4.0,763,Germany,Seller_160,This is a description for Toys Product 760.,187,Toys,https://example.com/Toys_Product_760.jpg
Electronics Product 414,1846.1,60.97689996949106,720.41,4.7,548,USA,Seller_268,This is a description for Electronics Product 414.,238,Electronics,https://example.com/Electronics_Product_414.jpg
Books Product 529,481.66,73.4258622512086,128.0,4.0,355,Germany,Seller_148,This is a description for Books Product 529.,70,Books,https://example.com/Books_Product_529.jpg
Sports Product 756,3293.35,57.23328030864494,1408.46,4.7,925,India,Seller_335,This is a description for Sports Product 756.,44,Sports,https://example.com/Sports_Product_756.jpg
Kitchen Product 768,1252.34,53.63287742904715,580.67,4.7,976,China,Seller_407,This is a description for Kitchen Product 768.,278,Kitchen,https://example.com/Kitchen_Product_768.jpg
Sports Product 966,2633.3,53.88470639375934,1214.35,4.8,447,USA,Seller_386,This is a description for Sports Product 966.,289,Sports,https://example.com/Sports_Product_966.jpg
Toys Product 383,2750.15,63.786135698936235,995.94,4.8,299,Germany,Seller_429,This is a description for Toys Product 383.,312,Toys,https://example.com/Toys_Product_383.jpg
Kitchen Product 437,252.46,69.17936993786184,77.81,4.8,683,USA,Seller_107,This is a description for Kitchen Product 437.,91,Kitchen,https://example.com/Kitchen_Product_437.jpg
Beauty Product 397,355.99,57.330362102476016,151.9,4.4,469,USA,Seller_350,This is a description for Beauty Product 397.,353,Beauty,https://example.com/Beauty_Product_397.jpg
Automotive Product 568,2633.3,61.511067107811215,1013.53,3.9,979,China,Seller_456,This is a description for Automotive Product 568.,14,Automotive,https://example.com/Automotive_Product_568.jpg
Computers Product 290,607.19,78.75067333988149,129.02,4.1,922,India,Seller_116,This is a description for Computers Product 290.,284,Computers,https://example.com/Computers_Product_290.jpg
Toys Product 503,1983.24,56.81149469916889,856.53,3.7,364,Germany,Seller_170,This is a description for Toys Product 503.,493,Toys,https://example.com/Toys_Product_503.jpg
Toys Product 734,4405.83,85.6936640690551,630.31,3.6,107,China,Seller_200,This is a description for Toys Product 734.,196,Toys,https://example.com/Toys_Product_734.jpg
Beauty Product 906,2517.27,70.04806280710244,753.97,4.6,776,India,Seller_320,This is a description for Beauty Product 906.,48,Beauty,https://example.com/Beauty_Product_906.jpg
Kitchen Product 522,3087.28,73.92419290939378,805.03,3.6,970,Germany,Seller_99,This is a description for Kitchen Product 522.,62,Kitchen,https://example.com/Kitchen_Product_522.jpg
Computers Product 305,2911.43,89.44566741709917,307.28,4.7,266,Germany,Seller_281,This is a description for Computers Product 305.,311,Computers,https://example.com/Computers_Product_305.jpg
Clothing Product 582,1178.67,66.19535513129615,398.45,4.3,51,USA,Seller_13,This is a description for Clothing Product 582.,151,Clothing,https://example.com/Clothing_Product_582.jpg
Sports Product 225,3009.44,56.911234398912576,1296.73,3.9,157,India,Seller_6,This is a description for Sports Product 225.,5,Sports,https://example.com/Sports_Product_225.jpg
Toys Product 778,4255.46,56.45555662592509,1853.02,4.4,391,India,Seller_312,This is a description for Toys Product 778.,400,Toys,https://example.com/Toys_Product_778.jpg
Computers Product 187,1399.95,80.03136877889781,279.55,5.0,95,China,Seller_319,This is a description for Computers Product 187.,213,Computers,https://example.com/Computers_Product_187.jpg
Beauty Product 48,1052.29,59.7729525560258,423.31,4.7,341,China,Seller_247,This is a description for Beauty Product 48.,494,Beauty,https://example.com/Beauty_Product_48.jpg
Beauty Product 689,4146.27,74.94928480323917,1038.67,4.2,789,India,Seller_112,This is a description for Beauty Product 689.,317,Beauty,https://example.com/Beauty_Product_689.jpg
Clothing Product 438,4273.2,87.06636302164478,552.68,4.4,485,India,Seller_320,This is a description for Clothing Product 438.,60,Clothing,https://example.com/Clothing_Product_438.jpg
Toys Product 336,3943.66,82.14771212329957,704.03,4.7,875,India,Seller_158,This is a description for Toys Product 336.,451,Toys,https://example.com/Toys_Product_336.jpg
Automotive Product 644,258.7,80.83361927332072,49.58,4.6,400,India,Seller_427,This is a description for Automotive Product 644.,475,Automotive,https://example.com/Automotive_Product_644.jpg
Kitchen Product 722,3267.31,55.0661085304273,1468.13,4.7,816,Germany,Seller_226,This is a description for Kitchen Product 722.,69,Kitchen,https://example.com/Kitchen_Product_722.jpg
Sports Product 836,723.38,54.03935483882629,332.47,4.3,742,China,Seller_158,This is a description for Sports Product 836.,369,Sports,https://example.com/Sports_Product_836.jpg
Clothing Product 730,3094.71,72.0472183077182,865.06,3.6,354,China,Seller_304,This is a description for Clothing Product 730.,325,Clothing,https://example.com/Clothing_Product_730.jpg
Computers Product 814,1450.51,69.68814006445196,439.68,4.0,120,USA,Seller_87,This is a description for Computers Product 814.,45,Computers,https://example.com/Computers_Product_814.jpg
Clothing Product 249,1281.55,87.38042630236424,161.73,3.6,739,India,Seller_371,This is a description for Clothing Product 249.,364,Clothing,https://example.com/Clothing_Product_249.jpg
Shoes Product 395,1284.66,85.10205767157474,191.39,3.9,270,China,Seller_442,This is a description for Shoes Product 395.,37,Shoes,https://example.com/Shoes_Product_395.jpg
Toys Product 114,2646.55,69.76270701576871,800.25,3.7,296,China,Seller_481,This is a description for Toys Product 114.,287,Toys,https://example.com/Toys_Product_114.jpg
Beauty Product 521,4547.03,69.28563890939822,1396.59,4.4,211,USA,Seller_329,This is a description for Beauty Product 521.,147,Beauty,https://example.com/Beauty_Product_521.jpg
Toys Product 614,1180.56,66.76995739738268,392.3,5.0,490,USA,Seller_368,This is a description for Toys Product 614.,400,Toys,https://example.com/Toys_Product_614.jpg
Kitchen Product 578,610.92,57.1016748633844,262.07,4.1,12,USA,Seller_101,This is a description for Kitchen Product 578.,71,Kitchen,https://example.com/Kitchen_Product_578.jpg
Clothing Product 60,2248.16,55.000602158189125,1011.66,4.9,844,India,Seller_256,This is a description for Clothing Product 60.,92,Clothing,https://example.com/Clothing_Product_60.jpg
Toys Product 20,4309.91,60.19395482757744,1715.6,3.7,100,China,Seller_23,This is a description for Toys Product 20.,477,Toys,https://example.com/Toys_Product_20.jpg
Automotive Product 891,2679.11,85.52759003291133,387.73,3.8,30,India,Seller_411,This is a description for Automotive Product 891.,176,Automotive,https://example.com/Automotive_Product_891.jpg
Clothing Product 651,4087.79,87.08900810988436,527.77,5.0,21,Germany,Seller_8,This is a description for Clothing Product 651.,411,Clothing,https://example.com/Clothing_Product_651.jpg
Electronics Product 857,2718.31,57.77074653460523,1147.92,4.5,988,China,Seller_385,This is a description for Electronics Product 857.,421,Electronics,https://example.com/Electronics_Product_857.jpg
Beauty Product 853,1268.67,84.09596405995977,201.77,3.6,75,India,Seller_177,This is a description for Beauty Product 853.,7,Beauty,https://example.com/Beauty_Product_853.jpg
Books Product 973,2989.14,80.47385967978686,583.66,4.2,19,USA,Seller_243,This is a description for Books Product 973.,344,Books,https://example.com/Books_Product_973.jpg
Books Product 832,4778.16,89.5724403602596,498.25,4.7,487,USA,Seller_403,This is a description for Books Product 832.,405,Books,https://example.com/Books_Product_832.jpg
Computers Product 664,829.08,61.16732765957337,321.95,4.0,598,Germany,Seller_124,This is a description for Computers Product 664.,246,Computers,https://example.com/Computers_Product_664.jpg
Automotive Product 466,3292.08,69.09003394121578,1017.58,3.8,555,USA,Seller_72,This is a description for Automotive Product 466.,429,Automotive,https://example.com/Automotive_Product_466.jpg
Shoes Product 550,576.98,80.8224924308854,110.65,3.7,508,Germany,Seller_464,This is a description for Shoes Product 550.,204,Shoes,https://example.com/Shoes_Product_550.jpg
Computers Product 964,3535.17,59.55177974309457,1429.91,4.5,917,India,Seller_449,This is a description for Computers Product 964.,51,Computers,https://example.com/Computers_Product_964.jpg
Sports Product 330,2090.84,78.87167060460412,441.76,4.2,59,India,Seller_274,This is a description for Sports Product 330.,348,Sports,https://example.com/Sports_Product_330.jpg
Electronics Product 904,1364.52,59.17793296994024,557.03,3.7,602,USA,Seller_140,This is a description for Electronics Product 904.,170,Electronics,https://example.com/Electronics_Product_904.jpg
Kitchen Product 212,1757.92,65.10813443357381,613.37,3.6,968,Germany,Seller_345,This is a description for Kitchen Product 212.,312,Kitchen,https://example.com/Kitchen_Product_212.jpg
Computers Product 354,1526.74,59.69865708664227,615.3,3.7,595,USA,Seller_222,This is a description for Computers Product 354.,302,Computers,https://example.com/Computers_Product_354.jpg
Clothing Product 222,2715.91,89.26836459415897,291.46,3.5,689,Germany,Seller_450,This is a description for Clothing Product 222.,425,Clothing,https://example.com/Clothing_Product_222.jpg
Kitchen Product 447,2973.85,76.75424934005497,691.29,3.8,544,India,Seller_129,This is a description for Kitchen Product 447.,300,Kitchen,https://example.com/Kitchen_Product_447.jpg
Beauty Product 671,1040.9,89.52190084668628,109.07,4.2,480,Germany,Seller_488,This is a description for Beauty Product 671.,50,Beauty,https://example.com/Beauty_Product_671.jpg
Shoes Product 890,2995.22,58.28342854097415,1249.5,4.2,127,China,Seller_147,This is a description for Shoes Product 890.,48,Shoes,https://example.com/Shoes_Product_890.jpg
Automotive Product 852,185.54,55.635494975353026,82.31,3.9,936,China,Seller_454,This is a description for Automotive Product 852.,374,Automotive,https://example.com/Automotive_Product_852.jpg
Kitchen Product 42,4070.88,61.3255349120659,1574.39,4.9,686,Germany,Seller_192,This is a description for Kitchen Product 42.,133,Kitchen,https://example.com/Kitchen_Product_42.jpg
Electronics Product 200,3624.9,89.40443168717508,384.08,3.8,381,China,Seller_33,This is a description for Electronics Product 200.,101,Electronics,https://example.com/Electronics_Product_200.jpg
Books Product 416,4908.56,80.180773320741,972.84,3.6,578,USA,Seller_267,This is a description for Books Product 416.,316,Books,https://example.com/Books_Product_416.jpg
Kitchen Product 488,781.39,82.48476124191299,136.86,4.8,858,USA,Seller_129,This is a description for Kitchen Product 488.,456,Kitchen,https://example.com/Kitchen_Product_488.jpg
Toys Product 365,1739.05,71.31327096697655,498.88,4.3,853,China,Seller_252,This is a description for Toys Product 365.,437,Toys,https://example.com/Toys_Product_365.jpg
Electronics Product 691,1016.87,58.413930187578345,422.88,4.6,136,USA,Seller_21,This is a description for Electronics Product 691.,402,Electronics,https://example.com/Electronics_Product_691.jpg
Automotive Product 735,2755.3,81.02878698094759,522.71,3.6,762,India,Seller_317,This is a description for Automotive Product 735.,493,Automotive,https://example.com/Automotive_Product_735.jpg
Computers Product 991,4097.26,69.3053130561063,1257.64,3.7,956,USA,Seller_264,This is a description for Computers Product 991.,411,Computers,https://example.com/Computers_Product_991.jpg
Clothing Product 518,4848.34,85.96045724965839,680.68,4.1,478,USA,Seller_67,This is a description for Clothing Product 518.,48,Clothing,https://example.com/Clothing_Product_518.jpg
Sports Product 48,1077.19,77.36427410890491,243.83,4.8,143,USA,Seller_463,This is a description for Sports Product 48.,176,Sports,https://example.com/Sports_Product_48.jpg
Sports Product 393,3233.67,62.31437276414256,1218.63,5.0,406,China,Seller_83,This is a description for Sports Product 393.,377,Sports,https://example.com/Sports_Product_393.jpg
Kitchen Product 699,2735.64,51.52454027987885,1326.11,3.7,866,Germany,Seller_125,This is a description for Kitchen Product 699.,425,Kitchen,https://example.com/Kitchen_Product_699.jpg
Electronics Product 379,2197.08,74.8293351768271,553.02,4.1,893,USA,Seller_239,This is a description for Electronics Product 379.,243,Electronics,https://example.com/Electronics_Product_379.jpg
Toys Product 843,3590.35,67.01406552964694,1184.31,4.5,504,India,Seller_305,This is a description for Toys Product 843.,431,Toys,https://example.com/Toys_Product_843.jpg
Clothing Product 324,4409.95,53.515853600209546,2049.93,4.6,261,USA,Seller_64,This is a description for Clothing Product 324.,466,Clothing,https://example.com/Clothing_Product_324.jpg
Shoes Product 614,3622.22,88.87118477461443,403.11,4.3,958,China,Seller_464,This is a description for Shoes Product 614.,277,Shoes,https://example.com/Shoes_Product_614.jpg
Electronics Product 722,4683.89,59.45718948236868,1898.98,3.7,42,India,Seller_242,This is a description for Electronics Product 722.,88,Electronics,https://example.com/Electronics_Product_722.jpg
Automotive Product 591,4121.6,53.81379343754574,1903.61,4.8,742,USA,Seller_224,This is a description for Automotive Product 591.,143,Automotive,https://example.com/Automotive_Product_591.jpg
Toys Product 647,1072.56,68.23753231011847,340.67,4.2,116,USA,Seller_236,This is a description for Toys Product 647.,357,Toys,https://example.com/Toys_Product_647.jpg
Books Product 144,727.66,82.46750012893261,127.58,4.4,501,India,Seller_157,This is a description for Books Product 144.,414,Books,https://example.com/Books_Product_144.jpg
Computers Product 818,393.12,60.46236773602776,155.43,4.0,890,China,Seller_326,This is a description for Computers Product 818.,424,Computers,https://example.com/Computers_Product_818.jpg
Sports Product 583,1613.25,57.94865508749153,678.39,4.8,744,USA,Seller_437,This is a description for Sports Product 583.,277,Sports,https://example.com/Sports_Product_583.jpg
Kitchen Product 810,1840.45,85.54023099806865,266.12,3.6,771,India,Seller_412,This is a description for Kitchen Product 810.,87,Kitchen,https://example.com/Kitchen_Product_810.jpg
Electronics Product 88,1299.07,73.63421170333372,342.51,3.6,795,India,Seller_321,This is a description for Electronics Product 88.,110,Electronics,https://example.com/Electronics_Product_88.jpg
Automotive Product 124,1615.08,55.977279453753326,711.0,3.9,134,China,Seller_392,This is a description for Automotive Product 124.,272,Automotive,https://example.com/Automotive_Product_124.jpg
Toys Product 526,3005.62,60.48552725799699,1187.65,4.5,888,USA,Seller_410,This is a description for Toys Product 526.,6,Toys,https://example.com/Toys_Product_526.jpg
Beauty Product 185,970.87,80.67534097027544,187.62,4.2,490,Germany,Seller_364,This is a description for Beauty Product 185.,165,Beauty,https://example.com/Beauty_Product_185.jpg
Beauty Product 108,588.61,61.095501690944516,229.0,4.2,639,USA,Seller_474,This is a description for Beauty Product 108.,324,Beauty,https://example.com/Beauty_Product_108.jpg
Shoes Product 555,2262.42,64.56025743889919,801.8,4.4,573,India,Seller_167,This is a description for Shoes Product 555.,411,Shoes,https://example.com/Shoes_Product_555.jpg
Toys Product 594,748.68,68.38008617255116,236.73,4.2,693,USA,Seller_395,This is a description for Toys Product 594.,274,Toys,https://example.com/Toys_Product_594.jpg
Toys Product 677,4704.39,55.66420171822934,2085.73,4.6,367,Germany,Seller_157,This is a description for Toys Product 677.,138,Toys,https://example.com/Toys_Product_677.jpg
Beauty Product 448,1415.48,75.26859033976227,350.07,3.7,967,India,Seller_344,This is a description for Beauty Product 448.,4,Beauty,https://example.com/Beauty_Product_448.jpg
Toys Product 999,4829.09,52.071581780596944,2314.51,3.7,471,USA,Seller_409,This is a description for Toys Product 999.,356,Toys,https://example.com/Toys_Product_999.jpg
Clothing Product 910,2190.16,65.69103801888083,751.42,5.0,447,India,Seller_462,This is a description for Clothing Product 910.,134,Clothing,https://example.com/Clothing_Product_910.jpg
Sports Product 294,2975.38,57.96447457484744,1250.72,4.0,301,India,Seller_31,This is a description for Sports Product 294.,433,Sports,https://example.com/Sports_Product_294.jpg
Books Product 233,669.77,52.16562488449784,320.38,3.8,405,India,Seller_309,This is a description for Books Product 233.,294,Books,https://example.com/Books_Product_233.jpg
Beauty Product 478,1297.73,88.85006873409829,144.7,4.9,464,China,Seller_325,This is a description for Beauty Product 478.,259,Beauty,https://example.com/Beauty_Product_478.jpg
Shoes Product 802,2264.11,63.18006445315223,833.64,3.6,155,USA,Seller_453,This is a description for Shoes Product 802.,95,Shoes,https://example.com/Shoes_Product_802.jpg
Beauty Product 237,3877.32,87.13115798386158,498.97,4.5,813,China,Seller_19,This is a description for Beauty Product 237.,235,Beauty,https://example.com/Beauty_Product_237.jpg
Toys Product 502,663.05,67.92278748727949,212.69,3.9,266,Germany,Seller_319,This is a description for Toys Product 502.,314,Toys,https://example.com/Toys_Product_502.jpg
Beauty Product 56,2964.29,84.6786825612328,454.17,3.7,168,India,Seller_267,This is a description for Beauty Product 56.,24,Beauty,https://example.com/Beauty_Product_56.jpg
Computers Product 478,4322.68,80.16763552625348,857.29,4.4,266,Germany,Seller_46,This is a description for Computers Product 478.,84,Computers,https://example.com/Computers_Product_478.jpg
Toys Product 766,1229.39,79.16204027617034,256.18,4.1,305,China,Seller_294,This is a description for Toys Product 766.,465,Toys,https://example.com/Toys_Product_766.jpg
Toys Product 284,3667.38,78.91559768342589,773.25,3.6,197,India,Seller_29,This is a description for Toys Product 284.,420,Toys,https://example.com/Toys_Product_284.jpg
Clothing Product 589,3793.43,87.20036640991331,485.55,3.8,406,India,Seller_167,This is a description for Clothing Product 589.,456,Clothing,https://example.com/Clothing_Product_589.jpg
Books Product 678,3111.87,83.31252200921193,519.29,3.7,48,China,Seller_77,This is a description for Books Product 678.,51,Books,https://example.com/Books_Product_678.jpg
Shoes Product 857,2722.25,75.7607869397473,659.85,4.9,509,India,Seller_28,This is a description for Shoes Product 857.,92,Shoes,https://example.com/Shoes_Product_857.jpg
Electronics Product 273,3907.91,60.2735769606367,1552.47,5.0,431,Germany,Seller_379,This is a description for Electronics Product 273.,346,Electronics,https://example.com/Electronics_Product_273.jpg
Clothing Product 41,2165.6,78.07757167603839,474.75,4.2,618,USA,Seller_226,This is a description for Clothing Product 41.,277,Clothing,https://example.com/Clothing_Product_41.jpg
Kitchen Product 289,417.31,60.40444202605138,165.24,4.4,442,India,Seller_462,This is a description for Kitchen Product 289.,406,Kitchen,https://example.com/Kitchen_Product_289.jpg
Books Product 602,4106.21,86.69788902994591,546.21,4.0,739,India,Seller_31,This is a description for Books Product 602.,101,Books,https://example.com/Books_Product_602.jpg
Shoes Product 732,2593.19,71.32506453622315,743.6,4.4,558,USA,Seller_240,This is a description for Shoes Product 732.,499,Shoes,https://example.com/Shoes_Product_732.jpg
Computers Product 207,1749.3,73.05563975434542,471.34,4.0,537,China,Seller_66,This is a description for Computers Product 207.,292,Computers,https://example.com/Computers_Product_207.jpg
Shoes Product 969,3383.2,64.51594177119884,1200.5,4.6,892,USA,Seller_239,This is a description for Shoes Product 969.,7,Shoes,https://example.com/Shoes_Product_969.jpg
Electronics Product 864,2445.79,53.444524509926154,1138.65,3.7,32,USA,Seller_214,This is a description for Electronics Product 864.,303,Electronics,https://example.com/Electronics_Product_864.jpg
Kitchen Product 585,3229.24,56.719307468100936,1397.64,4.2,862,China,Seller_35,This is a description for Kitchen Product 585.,221,Kitchen,https://example.com/Kitchen_Product_585.jpg
Sports Product 813,2836.88,61.657206286284286,1087.74,4.2,665,USA,Seller_482,This is a description for Sports Product 813.,341,Sports,https://example.com/Sports_Product_813.jpg
Electronics Product 661,1120.5,54.09362477197348,514.38,4.1,801,China,Seller_305,This is a description for Electronics Product 661.,438,Electronics,https://example.com/Electronics_Product_661.jpg
Shoes Product 939,1942.54,74.22033320049944,500.78,3.6,389,Germany,Seller_417,This is a description for Shoes Product 939.,194,Shoes,https://example.com/Shoes_Product_939.jpg
Electronics Product 642,4063.48,86.25330763347219,558.59,4.0,933,Germany,Seller_9,This is a description for Electronics Product 642.,184,Electronics,https://example.com/Electronics_Product_642.jpg
Clothing Product 443,3886.74,51.508650975276936,1884.73,3.8,498,USA,Seller_74,This is a description for Clothing Product 443.,431,Clothing,https://example.com/Clothing_Product_443.jpg
Toys Product 979,1012.28,74.95801304873058,253.5,4.3,367,Germany,Seller_444,This is a description for Toys Product 979.,299,Toys,https://example.com/Toys_Product_979.jpg
Toys Product 867,3908.62,68.88039124915106,1216.35,3.8,54,Germany,Seller_197,This is a description for Toys Product 867.,32,Toys,https://example.com/Toys_Product_867.jpg
Sports Product 901,2465.66,83.39098641279877,409.52,3.6,571,India,Seller_180,This is a description for Sports Product 901.,166,Sports,https://example.com/Sports_Product_901.jpg
Toys Product 594,1847.47,74.81435229358131,465.3,4.0,920,India,Seller_5,This is a description for Toys Product 594.,243,Toys,https://example.com/Toys_Product_594.jpg
Clothing Product 826,4642.41,55.52363724452463,2064.78,4.0,266,India,Seller_247,This is a description for Clothing Product 826.,167,Clothing,https://example.com/Clothing_Product_826.jpg
Beauty Product 200,4577.51,80.22786764273694,905.07,4.7,732,USA,Seller_152,This is a description for Beauty Product 200.,325,Beauty,https://example.com/Beauty_Product_200.jpg
Clothing Product 420,4793.89,84.10137817401775,762.16,4.5,543,USA,Seller_423,This is a description for Clothing Product 420.,305,Clothing,https://example.com/Clothing_Product_420.jpg
Kitchen Product 419,1383.74,76.80391173398175,320.97,4.5,657,Germany,Seller_259,This is a description for Kitchen Product 419.,275,Kitchen,https://example.com/Kitchen_Product_419.jpg
Kitchen Product 493,4382.05,86.56271648157337,588.83,4.8,846,India,Seller_461,This is a description for Kitchen Product 493.,44,Kitchen,https://example.com/Kitchen_Product_493.jpg
Computers Product 72,2152.72,72.32805570674992,595.7,4.5,25,USA,Seller_387,This is a description for Computers Product 72.,297,Computers,https://example.com/Computers_Product_72.jpg
Beauty Product 841,4988.08,87.2620080594229,635.38,4.6,755,China,Seller_72,This is a description for Beauty Product 841.,429,Beauty,https://example.com/Beauty_Product_841.jpg
Clothing Product 679,2853.54,75.50111702534065,699.09,4.9,573,China,Seller_313,This is a description for Clothing Product 679.,274,Clothing,https://example.com/Clothing_Product_679.jpg
Shoes Product 185,3436.93,63.180061470611996,1265.48,4.6,432,Germany,Seller_362,This is a description for Shoes Product 185.,411,Shoes,https://example.com/Shoes_Product_185.jpg
Computers Product 58,2071.7,64.14654896094113,742.78,4.1,479,India,Seller_36,This is a description for Computers Product 58.,93,Computers,https://example.com/Computers_Product_58.jpg
Electronics Product 76,4511.12,68.7614317582946,1409.21,4.5,909,India,Seller_345,This is a description for Electronics Product 76.,46,Electronics,https://example.com/Electronics_Product_76.jpg
Toys Product 952,4607.73,70.94157819036383,1338.93,4.2,302,Germany,Seller_194,This is a description for Toys Product 952.,196,Toys,https://example.com/Toys_Product_952.jpg
Toys Product 592,3097.48,68.96727390974303,961.23,4.7,603,China,Seller_22,This is a description for Toys Product 592.,60,Toys,https://example.com/Toys_Product_592.jpg
Computers Product 381,2291.43,58.21232807650276,957.54,4.2,943,China,Seller_166,This is a description for Computers Product 381.,322,Computers,https://example.com/Computers_Product_381.jpg
Shoes Product 245,3727.1,61.148567940721236,1448.03,3.5,72,China,Seller_267,This is a description for Shoes Product 245.,56,Shoes,https://example.com/Shoes_Product_245.jpg
Kitchen Product 33,3357.21,55.61631864977839,1490.05,3.8,165,India,Seller_236,This is a description for Kitchen Product 33.,413,Kitchen,https://example.com/Kitchen_Product_33.jpg
Automotive Product 685,2451.03,69.3852251166798,750.38,3.8,678,Germany,Seller_361,This is a description for Automotive Product 685.,194,Automotive,https://example.com/Automotive_Product_685.jpg
Kitchen Product 167,3069.94,51.59011120010495,1486.15,4.7,488,China,Seller_479,This is a description for Kitchen Product 167.,472,Kitchen,https://example.com/Kitchen_Product_167.jpg
Automotive Product 439,4450.59,82.42549077508902,782.17,4.4,620,China,Seller_389,This is a description for Automotive Product 439.,264,Automotive,https://example.com/Automotive_Product_439.jpg
Kitchen Product 779,4870.65,77.58771214871547,1091.62,4.4,404,China,Seller_330,This is a description for Kitchen Product 779.,59,Kitchen,https://example.com/Kitchen_Product_779.jpg
Computers Product 735,134.87,85.12435963975669,20.06,4.0,767,India,Seller_157,This is a description for Computers Product 735.,360,Computers,https://example.com/Computers_Product_735.jpg
Shoes Product 188,3838.62,63.43285242936645,1403.67,4.5,593,India,Seller_382,This is a description for Shoes Product 188.,196,Shoes,https://example.com/Shoes_Product_188.jpg
Electronics Product 380,2841.61,84.37237580943071,444.08,3.6,534,USA,Seller_72,This is a description for Electronics Product 380.,15,Electronics,https://example.com/Electronics_Product_380.jpg
Sports Product 942,4406.5,65.90488600004039,1502.4,4.8,989,China,Seller_246,This is a description for Sports Product 942.,33,Sports,https://example.com/Sports_Product_942.jpg
Beauty Product 483,1704.93,58.30039191272645,710.95,3.7,560,India,Seller_266,This is a description for Beauty Product 483.,339,Beauty,https://example.com/Beauty_Product_483.jpg
Shoes Product 591,985.67,70.36103111350809,292.14,3.8,487,Germany,Seller_59,This is a description for Shoes Product 591.,46,Shoes,https://example.com/Shoes_Product_591.jpg
Computers Product 538,117.41,61.17288033572588,45.59,5.0,377,Germany,Seller_282,This is a description for Computers Product 538.,164,Computers,https://example.com/Computers_Product_538.jpg
Automotive Product 146,395.71,82.34406564792936,69.87,4.1,457,India,Seller_377,This is a description for Automotive Product 146.,440,Automotive,https://example.com/Automotive_Product_146.jpg
Electronics Product 709,1337.33,63.46496916981325,488.59,4.2,598,India,Seller_194,This is a description for Electronics Product 709.,71,Electronics,https://example.com/Electronics_Product_709.jpg
Beauty Product 760,4386.88,56.47107941950391,1909.56,4.7,261,India,Seller_83,This is a description for Beauty Product 760.,297,Beauty,https://example.com/Beauty_Product_760.jpg
Beauty Product 489,418.66,63.00740760981184,154.87,4.9,270,USA,Seller_24,This is a description for Beauty Product 489.,397,Beauty,https://example.com/Beauty_Product_489.jpg
Computers Product 525,925.16,70.57681431448438,272.21,4.2,831,USA,Seller_334,This is a description for Computers Product 525.,11,Computers,https://example.com/Computers_Product_525.jpg
Clothing Product 600,430.05,86.69212424489665,57.23,4.6,279,Germany,Seller_343,This is a description for Clothing Product 600.,37,Clothing,https://example.com/Clothing_Product_600.jpg
Automotive Product 245,976.8,60.60824086794626,384.78,3.6,919,India,Seller_469,This is a description for Automotive Product 245.,276,Automotive,https://example.com/Automotive_Product_245.jpg
Clothing Product 325,912.0,79.47406390624394,187.2,4.2,122,Germany,Seller_235,This is a description for Clothing Product 325.,88,Clothing,https://example.com/Clothing_Product_325.jpg
Clothing Product 870,806.24,68.54769402812398,253.58,4.4,854,Germany,Seller_239,This is a description for Clothing Product 870.,197,Clothing,https://example.com/Clothing_Product_870.jpg
Sports Product 806,1748.48,76.35666801565307,413.4,4.9,163,China,Seller_253,This is a description for Sports Product 806.,46,Sports,https://example.com/Sports_Product_806.jpg
Computers Product 462,1427.19,67.27610143885468,467.03,4.6,843,China,Seller_15,This is a description for Computers Product 462.,63,Computers,https://example.com/Computers_Product_462.jpg
Clothing Product 655,185.78,75.36216908489943,45.77,4.2,380,USA,Seller_341,This is a description for Clothing Product 655.,228,Clothing,https://example.com/Clothing_Product_655.jpg
Toys Product 253,2971.35,61.986595199824805,1129.51,4.3,358,India,Seller_481,This is a description for Toys Product 253.,320,Toys,https://example.com/Toys_Product_253.jpg
Toys Product 642,119.57,82.55302141099475,20.86,3.7,967,India,Seller_348,This is a description for Toys Product 642.,497,Toys,https://example.com/Toys_Product_642.jpg
Automotive Product 941,2820.47,57.98065253760916,1185.14,4.7,263,Germany,Seller_189,This is a description for Automotive Product 941.,78,Automotive,https://example.com/Automotive_Product_941.jpg
Beauty Product 333,2476.39,56.794774162705146,1069.93,4.7,519,India,Seller_410,This is a description for Beauty Product 333.,3,Beauty,https://example.com/Beauty_Product_333.jpg
Books Product 346,1693.04,83.47359199235365,279.8,4.0,702,USA,Seller_28,This is a description for Books Product 346.,363,Books,https://example.com/Books_Product_346.jpg
Computers Product 858,3823.51,88.37102026467966,444.64,4.8,934,Germany,Seller_480,This is a description for Computers Product 858.,6,Computers,https://example.com/Computers_Product_858.jpg
